event_id,site_id,date_time,event_type,severity,is_lti,near_miss_flag,contributing_factor
SAFE00584,WA001,2024-09-29 05:00:00,Incident - First Aid,LOW,false,false,Inadequate training
SAFE00585,WA001,2024-07-25 11:00:00,Hazard Reported,high,true,false,Equipment malfunction
SAFE00586,NSW001,2024-05-24 12:00:00,near miss,MEDIUM,false,false,Environmental conditions
SAFE00587,QLD001,2024-11-24 07:00:00,incident - first aid,high,false,false,Inadequate training
SAFE00588,NSW001,2024-06-12 07:00:00,NEAR MISS,Medium,false,false,Operator error
SAFE00589,NSW001,2024-02-14 17:00:00,Equipment Collision,HIGH,false,false,Inadequate training
SAFE00590,QLD001,2024-10-11 22:00:00,near miss,low,false,false,Environmental conditions
SAFE00591,NSW001,2024-05-11 23:00:00,fall from height,MEDIUM,false,false,Equipment malfunction
SAFE00592,QLD001,2024-07-12 15:00:00,FALL FROM HEIGHT,High,false,false,Operator error
SAFE00593,QLD001,2024-12-17 07:00:00,Confined Space Entry,Low,false,false,Procedure not followed
SAFE00594,WA001,2024-06-07 11:00:00,Incident - Minor Injury,high,false,false,Communication breakdown
SAFE00595,NSW001,2024-03-17 12:00:00,equipment collision,high,true,false,Environmental conditions
SAFE00596,NSW001,2024-07-24 16:00:00,FALL FROM HEIGHT,MEDIUM,false,false,Environmental conditions
SAFE00597,QLD001,2024-04-01 00:00:00,incident - minor injury,low,false,false,Equipment malfunction
SAFE00598,WA001,2024-07-13 08:00:00,incident - first aid,Low,false,false,Operator error
SAFE00599,WA001,2024-09-09 05:00:00,Safety Inspection,low,false,false,Equipment malfunction
SAFE00600,QLD001,2024-08-22 08:00:00,incident - minor injury,high,false,false,Communication breakdown
SAFE00601,NSW001,2024-07-17 18:00:00,hazard reported,high,false,false,Equipment malfunction
SAFE00602,QLD001,2024-11-08 12:00:00,Near Miss,high,false,true,Procedure not followed
SAFE00603,QLD001,2024-03-25 01:00:00,Confined Space Entry,High,false,false,Inadequate training
SAFE00604,QLD001,2024-06-05 22:00:00,hazard reported,Medium,false,false,Inadequate training
SAFE00605,WA001,2024-02-03 09:00:00,confined space entry,LOW,false,false,Environmental conditions
SAFE00606,NSW001,2024-04-01 12:00:00,Incident - Minor Injury,HIGH,false,false,Operator error
SAFE00607,WA001,2024-01-04 19:00:00,Safety Inspection,low,false,false,Communication breakdown
SAFE00608,WA001,2024-10-20 11:00:00,Near Miss,High,false,true,Procedure not followed
SAFE00609,NSW001,2024-09-20 20:00:00,incident - first aid,MEDIUM,false,false,Environmental conditions
SAFE00610,QLD001,2024-12-27 00:00:00,SAFETY INSPECTION,LOW,true,false,Communication breakdown
SAFE00611,QLD001,2024-10-27 16:00:00,incident - minor injury,Low,false,false,Procedure not followed
SAFE00612,QLD001,2024-07-07 02:00:00,hazard reported,Medium,false,false,Operator error
SAFE00613,WA001,2024-04-11 18:00:00,Safety Inspection,HIGH,false,false,Procedure not followed
SAFE00614,QLD001,2024-11-20 17:00:00,Fall from Height,MEDIUM,false,false,Environmental conditions
SAFE00615,QLD001,2024-12-21 06:00:00,Equipment Collision,low,false,false,Procedure not followed
SAFE00616,NSW001,2024-03-09 12:00:00,fall from height,high,false,false,Procedure not followed
SAFE00617,QLD001,2024-08-17 17:00:00,Incident - Minor Injury,low,false,false,Environmental conditions
SAFE00618,NSW001,2024-12-29 12:00:00,Equipment Collision,MEDIUM,false,false,Environmental conditions
SAFE00619,QLD001,2024-03-15 19:00:00,Safety Inspection,Low,false,false,Inadequate training
SAFE00620,QLD001,2024-05-05 12:00:00,Equipment Collision,high,false,false,Inadequate training
SAFE00621,QLD001,2024-01-10 12:00:00,confined space entry,high,false,false,Environmental conditions
SAFE00622,QLD001,2024-04-29 23:00:00,Hazard Reported,low,false,false,Operator error
SAFE00623,WA001,2024-02-12 13:00:00,Equipment Collision,Low,false,false,Inadequate training
SAFE00624,WA001,2024-12-08 16:00:00,INCIDENT - MINOR INJURY,Low,false,false,Equipment malfunction
SAFE00625,QLD001,2024-08-17 09:00:00,safety inspection,low,false,false,Inadequate training
SAFE00626,QLD001,2024-06-26 11:00:00,near miss,LOW,true,false,Operator error
SAFE00627,WA001,2024-02-09 16:00:00,safety inspection,high,false,false,Inadequate training
SAFE00628,QLD001,2024-10-25 02:00:00,Fall from Height,HIGH,false,false,Equipment malfunction
SAFE00629,QLD001,2024-08-21 02:00:00,Fall from Height,HIGH,false,false,Procedure not followed
SAFE00630,WA001,2024-05-29 13:00:00,safety inspection,high,true,false,Equipment malfunction
SAFE00631,WA001,2024-10-06 20:00:00,Near Miss,Medium,false,true,Equipment malfunction
SAFE00632,QLD001,2024-09-12 18:00:00,EQUIPMENT COLLISION,High,false,false,Procedure not followed
SAFE00633,QLD001,2024-10-17 23:00:00,NEAR MISS,LOW,false,false,Equipment malfunction
SAFE00634,WA001,2024-11-20 15:00:00,Incident - Minor Injury,Medium,false,false,Procedure not followed
SAFE00635,NSW001,2024-12-04 23:00:00,Hazard Reported,high,false,false,Operator error
SAFE00636,WA001,2024-11-22 07:00:00,Incident - Minor Injury,HIGH,false,false,Procedure not followed
SAFE00637,NSW001,2024-07-05 16:00:00,incident - first aid,low,false,false,Equipment malfunction
SAFE00638,QLD001,2024-07-29 04:00:00,Hazard Reported,MEDIUM,false,false,Operator error
SAFE00639,WA001,2024-02-21 15:00:00,Fall from Height,MEDIUM,false,false,Inadequate training
SAFE00640,NSW001,2024-09-18 07:00:00,Incident - First Aid,LOW,false,false,Procedure not followed
SAFE00641,NSW001,2024-06-29 06:00:00,Equipment Collision,low,false,false,Procedure not followed
SAFE00642,NSW001,2024-04-18 09:00:00,INCIDENT - FIRST AID,Medium,false,false,Communication breakdown
SAFE00643,QLD001,2024-11-28 14:00:00,near miss,Low,false,false,Inadequate training
SAFE00644,NSW001,2024-04-27 03:00:00,near miss,HIGH,false,false,Communication breakdown
SAFE00645,QLD001,2024-08-19 11:00:00,hazard reported,MEDIUM,false,false,Procedure not followed
SAFE00646,QLD001,2024-09-02 10:00:00,safety inspection,MEDIUM,false,false,Environmental conditions
SAFE00647,QLD001,2024-01-30 07:00:00,Confined Space Entry,high,false,false,Procedure not followed
SAFE00648,WA001,2024-01-10 17:00:00,Equipment Collision,High,false,false,Environmental conditions
SAFE00649,NSW001,2024-04-02 01:00:00,Safety Inspection,Medium,false,false,Equipment malfunction
SAFE00650,WA001,2024-09-14 22:00:00,Equipment Collision,high,false,false,Inadequate training
SAFE00651,WA001,2024-08-22 15:00:00,incident - minor injury,HIGH,false,false,Operator error
SAFE00652,NSW001,2024-08-23 19:00:00,Near Miss,high,false,true,Equipment malfunction
SAFE00653,QLD001,2024-03-13 12:00:00,Confined Space Entry,high,false,false,Inadequate training
SAFE00654,NSW001,2024-01-06 22:00:00,Hazard Reported,MEDIUM,false,false,Equipment malfunction
SAFE00655,WA001,2024-09-01 19:00:00,Safety Inspection,Low,false,false,Procedure not followed
SAFE00656,WA001,2024-04-19 04:00:00,Safety Inspection,High,false,false,Operator error
SAFE00657,NSW001,2024-10-10 03:00:00,Hazard Reported,LOW,false,false,Inadequate training
SAFE00658,WA001,2024-05-22 15:00:00,Hazard Reported,LOW,false,false,Environmental conditions
SAFE00659,WA001,2024-01-30 22:00:00,Safety Inspection,Medium,false,false,Operator error
SAFE00660,WA001,2024-02-24 07:00:00,INCIDENT - MINOR INJURY,MEDIUM,false,false,Procedure not followed
SAFE00661,WA001,2024-02-14 08:00:00,Safety Inspection,LOW,false,false,Procedure not followed
SAFE00662,WA001,2024-10-07 18:00:00,fall from height,low,false,false,Procedure not followed
SAFE00663,NSW001,2024-04-22 00:00:00,Incident - Minor Injury,high,false,false,Procedure not followed
SAFE00664,QLD001,2024-08-17 07:00:00,Equipment Collision,low,false,false,Inadequate training
SAFE00665,QLD001,2024-05-26 02:00:00,Confined Space Entry,High,false,false,Equipment malfunction
SAFE00666,WA001,2024-01-23 08:00:00,Incident - Minor Injury,HIGH,false,false,Communication breakdown
SAFE00667,WA001,2024-12-04 01:00:00,Safety Inspection,High,false,false,Inadequate training
SAFE00668,WA001,2024-05-07 03:00:00,confined space entry,High,false,false,Environmental conditions
SAFE00669,WA001,2024-01-22 05:00:00,incident - first aid,high,false,false,Procedure not followed
SAFE00670,NSW001,2024-05-05 13:00:00,Equipment Collision,LOW,false,false,Communication breakdown
SAFE00671,QLD001,2024-05-28 18:00:00,incident - first aid,low,false,false,Environmental conditions
SAFE00672,QLD001,2024-10-19 01:00:00,hazard reported,high,false,false,Operator error
SAFE00673,WA001,2024-01-10 13:00:00,near miss,Medium,false,false,Environmental conditions
SAFE00674,QLD001,2024-12-20 08:00:00,Near Miss,High,false,true,Communication breakdown
SAFE00675,QLD001,2024-01-22 12:00:00,equipment collision,MEDIUM,false,false,Environmental conditions
SAFE00676,WA001,2024-04-25 03:00:00,fall from height,LOW,false,false,Inadequate training
SAFE00677,WA001,2024-05-26 02:00:00,HAZARD REPORTED,Low,false,false,Environmental conditions
SAFE00678,QLD001,2024-02-16 11:00:00,Incident - Minor Injury,HIGH,false,false,Environmental conditions
SAFE00679,NSW001,2024-02-24 16:00:00,Near Miss,Low,false,true,Procedure not followed
SAFE00680,QLD001,2024-04-30 06:00:00,Fall from Height,low,false,false,Equipment malfunction
SAFE00681,WA001,2024-04-12 02:00:00,Fall from Height,low,false,false,Inadequate training
SAFE00682,QLD001,2024-11-30 08:00:00,Confined Space Entry,High,false,false,Environmental conditions
SAFE00683,WA001,2024-02-12 03:00:00,equipment collision,High,false,false,Equipment malfunction
SAFE00684,QLD001,2024-09-07 23:00:00,equipment collision,Medium,false,false,Inadequate training
SAFE00685,QLD001,2024-12-16 17:00:00,near miss,Low,false,false,Procedure not followed
SAFE00686,WA001,2024-02-27 11:00:00,Incident - Minor Injury,HIGH,false,false,Procedure not followed
SAFE00687,QLD001,2024-03-17 01:00:00,equipment collision,LOW,false,false,Communication breakdown
SAFE00688,WA001,2024-05-23 23:00:00,Incident - First Aid,low,false,false,Inadequate training
SAFE00689,WA001,2024-07-02 23:00:00,incident - minor injury,MEDIUM,false,false,Procedure not followed
SAFE00690,NSW001,2024-09-11 20:00:00,incident - minor injury,High,false,false,Equipment malfunction
SAFE00691,NSW001,2024-03-05 13:00:00,safety inspection,LOW,false,false,Environmental conditions
SAFE00692,NSW001,2024-04-23 13:00:00,Near Miss,LOW,false,true,Inadequate training
SAFE00693,NSW001,2024-10-15 05:00:00,Fall from Height,Medium,false,false,Environmental conditions
SAFE00694,NSW001,2024-06-01 17:00:00,Fall from Height,MEDIUM,false,false,Equipment malfunction
SAFE00695,QLD001,2024-08-31 04:00:00,Safety Inspection,HIGH,false,false,Environmental conditions
SAFE00696,NSW001,2024-10-01 08:00:00,Equipment Collision,Medium,false,false,Equipment malfunction
SAFE00697,NSW001,2024-12-23 08:00:00,Near Miss,HIGH,false,true,Environmental conditions
SAFE00698,NSW001,2024-01-24 09:00:00,Confined Space Entry,Low,false,false,Equipment malfunction
SAFE00699,WA001,2024-05-08 07:00:00,SAFETY INSPECTION,High,false,false,Communication breakdown
SAFE00700,NSW001,2024-02-08 23:00:00,NEAR MISS,Low,false,false,Operator error
SAFE00701,NSW001,2024-03-15 23:00:00,Safety Inspection,HIGH,false,false,Equipment malfunction
SAFE00702,WA001,2024-05-10 09:00:00,safety inspection,high,false,false,Equipment malfunction
SAFE00703,WA001,2024-08-24 05:00:00,equipment collision,LOW,false,false,Equipment malfunction
SAFE00704,QLD001,2024-02-10 01:00:00,incident - first aid,Medium,false,false,Communication breakdown
SAFE00705,QLD001,2024-03-22 13:00:00,Hazard Reported,high,false,false,Environmental conditions
SAFE00706,NSW001,2024-07-02 17:00:00,Near Miss,high,false,true,Operator error
SAFE00707,NSW001,2024-04-08 19:00:00,Safety Inspection,Medium,false,false,Communication breakdown
SAFE00708,WA001,2024-11-04 06:00:00,equipment collision,Medium,false,false,Operator error
SAFE00709,WA001,2024-12-15 07:00:00,Hazard Reported,MEDIUM,false,false,Environmental conditions
SAFE00710,QLD001,2024-09-04 14:00:00,SAFETY INSPECTION,Medium,false,false,Operator error
SAFE00711,QLD001,2024-07-21 17:00:00,Incident - First Aid,low,true,false,Environmental conditions
SAFE00712,NSW001,2024-03-29 00:00:00,Hazard Reported,Low,false,false,Environmental conditions
SAFE00713,WA001,2024-09-10 22:00:00,hazard reported,High,false,false,Inadequate training
SAFE00714,NSW001,2024-10-02 16:00:00,Incident - First Aid,low,false,false,Inadequate training
SAFE00715,QLD001,2024-03-11 22:00:00,NEAR MISS,Low,false,false,Procedure not followed
SAFE00716,QLD001,2024-01-09 07:00:00,hazard reported,Medium,false,false,Environmental conditions
SAFE00717,WA001,2024-09-21 11:00:00,confined space entry,Low,false,false,Equipment malfunction
SAFE00718,WA001,2024-04-28 19:00:00,NEAR MISS,MEDIUM,false,false,Inadequate training
SAFE00719,NSW001,2024-04-28 08:00:00,confined space entry,MEDIUM,false,false,Inadequate training
SAFE00720,NSW001,2024-04-23 05:00:00,fall from height,Low,false,false,Procedure not followed
SAFE00721,WA001,2024-10-29 20:00:00,HAZARD REPORTED,HIGH,false,false,Inadequate training
SAFE00722,WA001,2024-02-17 00:00:00,Fall from Height,HIGH,false,false,Procedure not followed
SAFE00723,WA001,2024-06-25 14:00:00,Incident - Minor Injury,LOW,false,false,Equipment malfunction
SAFE00724,QLD001,2024-04-26 04:00:00,safety inspection,MEDIUM,false,false,Procedure not followed
SAFE00725,QLD001,2024-09-06 07:00:00,INCIDENT - MINOR INJURY,MEDIUM,false,false,Equipment malfunction
SAFE00726,NSW001,2024-04-18 00:00:00,fall from height,MEDIUM,false,false,Operator error
SAFE00727,QLD001,2024-09-28 16:00:00,Confined Space Entry,LOW,false,false,Inadequate training
SAFE00728,WA001,2024-03-04 06:00:00,Incident - First Aid,high,false,false,Operator error
SAFE00729,WA001,2024-05-02 16:00:00,confined space entry,low,false,false,Environmental conditions
SAFE00730,QLD001,2024-03-27 12:00:00,Near Miss,LOW,false,true,Environmental conditions
SAFE00731,NSW001,2024-10-27 03:00:00,SAFETY INSPECTION,LOW,false,false,Equipment malfunction
SAFE00732,WA001,2024-04-06 04:00:00,Incident - First Aid,Medium,false,false,Operator error
SAFE00733,WA001,2024-12-10 01:00:00,Near Miss,low,false,true,Operator error
SAFE00734,WA001,2024-02-21 13:00:00,incident - minor injury,HIGH,false,false,Environmental conditions
SAFE00735,QLD001,2024-08-28 08:00:00,Near Miss,High,false,true,Equipment malfunction
SAFE00736,QLD001,2024-03-25 23:00:00,Equipment Collision,MEDIUM,false,false,Operator error
SAFE00737,QLD001,2024-08-03 14:00:00,Fall from Height,MEDIUM,false,false,Procedure not followed
SAFE00738,WA001,2024-12-27 11:00:00,Equipment Collision,High,false,false,Procedure not followed
SAFE00739,QLD001,2024-10-15 11:00:00,Equipment Collision,High,false,false,Inadequate training
SAFE00740,NSW001,2024-03-03 08:00:00,Near Miss,MEDIUM,false,true,Inadequate training
SAFE00741,WA001,2024-08-15 06:00:00,INCIDENT - FIRST AID,LOW,true,false,Operator error
SAFE00742,WA001,2024-09-12 19:00:00,Incident - Minor Injury,HIGH,false,false,Procedure not followed
SAFE00743,NSW001,2024-09-05 23:00:00,Incident - First Aid,HIGH,false,false,Operator error
SAFE00744,NSW001,2024-04-30 07:00:00,Fall from Height,HIGH,false,false,Equipment malfunction
SAFE00745,NSW001,2024-07-05 12:00:00,Fall from Height,low,false,false,Environmental conditions
SAFE00746,WA001,2024-01-30 20:00:00,Hazard Reported,high,false,false,Environmental conditions
SAFE00747,NSW001,2024-09-20 19:00:00,Incident - First Aid,HIGH,false,false,Operator error
SAFE00748,NSW001,2024-07-02 12:00:00,hazard reported,high,false,false,Procedure not followed
SAFE00749,WA001,2024-06-16 16:00:00,Confined Space Entry,HIGH,false,false,Equipment malfunction
SAFE00750,WA001,2024-11-19 00:00:00,Safety Inspection,High,false,false,Communication breakdown
SAFE00751,QLD001,2024-08-06 13:00:00,hazard reported,low,false,false,Procedure not followed
SAFE00752,QLD001,2024-04-02 03:00:00,Incident - First Aid,MEDIUM,false,false,Communication breakdown
SAFE00753,WA001,2024-08-22 23:00:00,EQUIPMENT COLLISION,high,false,false,Operator error
SAFE00754,NSW001,2024-12-23 15:00:00,Incident - Minor Injury,low,false,false,Communication breakdown
SAFE00755,WA001,2024-01-24 05:00:00,INCIDENT - FIRST AID,high,false,false,Procedure not followed
SAFE00756,QLD001,2024-11-09 01:00:00,near miss,HIGH,false,false,Inadequate training
SAFE00757,QLD001,2024-10-22 15:00:00,Near Miss,LOW,false,true,Equipment malfunction
SAFE00758,WA001,2024-10-05 21:00:00,Safety Inspection,LOW,false,false,Operator error
SAFE00759,WA001,2024-04-20 08:00:00,near miss,high,false,false,Equipment malfunction
SAFE00760,WA001,2024-02-08 16:00:00,equipment collision,high,false,false,Inadequate training
SAFE00761,QLD001,2024-11-17 00:00:00,Near Miss,high,false,true,Equipment malfunction
SAFE00762,NSW001,2024-07-18 15:00:00,Confined Space Entry,low,false,false,Operator error
SAFE00763,QLD001,2024-09-19 06:00:00,Near Miss,low,false,true,Equipment malfunction
SAFE00764,QLD001,2024-06-25 02:00:00,FALL FROM HEIGHT,High,false,false,Operator error
SAFE00765,WA001,2024-06-24 16:00:00,Equipment Collision,MEDIUM,false,false,Environmental conditions
SAFE00766,WA001,2024-05-04 18:00:00,Equipment Collision,MEDIUM,false,false,Inadequate training
SAFE00767,WA001,2024-10-25 22:00:00,Fall from Height,low,false,false,Operator error
SAFE00768,QLD001,2024-04-24 23:00:00,Near Miss,HIGH,false,true,Procedure not followed
SAFE00769,NSW001,2024-03-29 00:00:00,INCIDENT - FIRST AID,Medium,false,false,Equipment malfunction
SAFE00770,QLD001,2024-08-22 11:00:00,Confined Space Entry,Medium,false,false,Environmental conditions
SAFE00771,QLD001,2024-07-16 14:00:00,hazard reported,Low,false,false,Operator error
SAFE00772,NSW001,2024-04-14 04:00:00,Confined Space Entry,high,false,false,Procedure not followed
SAFE00773,QLD001,2024-08-03 16:00:00,Near Miss,High,false,true,Environmental conditions
SAFE00774,QLD001,2024-01-24 00:00:00,incident - minor injury,HIGH,false,false,Procedure not followed
SAFE00775,WA001,2024-10-17 00:00:00,Incident - Minor Injury,LOW,false,false,Communication breakdown
SAFE00776,WA001,2024-04-07 10:00:00,Safety Inspection,high,false,false,Communication breakdown
SAFE00777,QLD001,2024-12-11 05:00:00,INCIDENT - MINOR INJURY,Low,false,false,Operator error
SAFE00778,WA001,2024-01-03 03:00:00,Near Miss,high,false,true,Environmental conditions
SAFE00779,NSW001,2024-04-10 03:00:00,Safety Inspection,high,false,false,Equipment malfunction
SAFE00780,QLD001,2024-01-11 02:00:00,confined space entry,LOW,false,false,Operator error
SAFE00781,WA001,2024-06-23 20:00:00,Hazard Reported,Low,false,false,Equipment malfunction
SAFE00782,WA001,2024-03-02 21:00:00,Incident - First Aid,high,false,false,Inadequate training
SAFE00783,NSW001,2024-11-01 17:00:00,Confined Space Entry,Low,false,false,Equipment malfunction
SAFE00784,QLD001,2024-06-19 23:00:00,Incident - Minor Injury,Medium,false,false,Operator error
SAFE00785,QLD001,2024-05-03 19:00:00,FALL FROM HEIGHT,HIGH,false,false,Environmental conditions
SAFE00786,QLD001,2024-03-13 10:00:00,safety inspection,high,false,false,Operator error
SAFE00787,NSW001,2024-01-31 07:00:00,fall from height,high,false,false,Communication breakdown
SAFE00788,QLD001,2024-10-25 10:00:00,Confined Space Entry,Medium,false,false,Environmental conditions
SAFE00789,WA001,2024-10-13 17:00:00,Hazard Reported,High,false,false,Inadequate training
SAFE00790,QLD001,2024-07-05 04:00:00,CONFINED SPACE ENTRY,high,false,false,Communication breakdown
SAFE00791,WA001,2024-07-21 08:00:00,confined space entry,MEDIUM,false,false,Inadequate training
SAFE00792,QLD001,2024-03-26 08:00:00,Incident - First Aid,Medium,false,false,Equipment malfunction
SAFE00793,NSW001,2024-07-10 04:00:00,incident - first aid,MEDIUM,false,false,Procedure not followed
SAFE00794,WA001,2024-09-21 04:00:00,Incident - Minor Injury,HIGH,false,false,Communication breakdown
SAFE00795,NSW001,2024-05-15 08:00:00,INCIDENT - FIRST AID,High,false,false,Inadequate training
SAFE00796,WA001,2024-11-01 07:00:00,Equipment Collision,Low,false,false,Environmental conditions
SAFE00797,NSW001,2024-01-04 00:00:00,Hazard Reported,Low,false,false,Operator error
SAFE00798,NSW001,2024-04-28 21:00:00,Equipment Collision,MEDIUM,false,false,Environmental conditions
SAFE00799,NSW001,2024-09-25 18:00:00,incident - minor injury,Low,false,false,Equipment malfunction
SAFE00800,NSW001,2024-04-05 05:00:00,Safety Inspection,LOW,false,false,Procedure not followed
SAFE00801,QLD001,2024-09-08 08:00:00,HAZARD REPORTED,High,false,false,Procedure not followed
SAFE00802,NSW001,2024-06-22 20:00:00,confined space entry,Medium,false,false,Communication breakdown
SAFE00803,NSW001,2024-11-12 08:00:00,near miss,MEDIUM,false,false,Procedure not followed
SAFE00804,NSW001,2024-03-20 14:00:00,Near Miss,high,false,true,Equipment malfunction
SAFE00805,WA001,2024-08-28 01:00:00,INCIDENT - FIRST AID,HIGH,false,false,Inadequate training
SAFE00806,WA001,2024-07-20 19:00:00,Fall from Height,Low,false,false,Procedure not followed
SAFE00807,WA001,2024-03-19 04:00:00,Hazard Reported,high,false,false,Communication breakdown
SAFE00808,WA001,2024-02-10 13:00:00,Safety Inspection,MEDIUM,false,false,Equipment malfunction
SAFE00809,QLD001,2024-03-12 15:00:00,near miss,High,false,false,Environmental conditions
SAFE00810,NSW001,2024-04-22 13:00:00,fall from height,high,false,false,Communication breakdown
SAFE00811,NSW001,2024-05-11 06:00:00,Fall from Height,MEDIUM,false,false,Communication breakdown
SAFE00812,NSW001,2024-07-18 17:00:00,Hazard Reported,Medium,false,false,Operator error
SAFE00813,NSW001,2024-04-10 16:00:00,Safety Inspection,Medium,false,false,Procedure not followed
SAFE00814,WA001,2024-10-10 12:00:00,Equipment Collision,high,false,false,Environmental conditions
SAFE00815,WA001,2024-06-21 20:00:00,Safety Inspection,low,false,false,Operator error
SAFE00816,WA001,2024-09-24 04:00:00,incident - first aid,High,false,false,Communication breakdown
SAFE00817,QLD001,2024-06-16 18:00:00,Fall from Height,High,false,false,Equipment malfunction
SAFE00818,QLD001,2024-08-19 01:00:00,HAZARD REPORTED,low,false,false,Inadequate training
SAFE00819,WA001,2024-06-11 07:00:00,Equipment Collision,LOW,false,false,Environmental conditions
SAFE00820,WA001,2024-03-03 12:00:00,Fall from Height,MEDIUM,false,false,Environmental conditions
SAFE00821,WA001,2024-01-25 13:00:00,incident - minor injury,high,false,false,Equipment malfunction
SAFE00822,QLD001,2024-08-15 02:00:00,Incident - Minor Injury,Low,false,false,Equipment malfunction
SAFE00823,WA001,2024-08-23 21:00:00,fall from height,High,false,false,Equipment malfunction
SAFE00824,NSW001,2024-03-17 00:00:00,Safety Inspection,LOW,false,false,Operator error
SAFE00825,WA001,2024-12-06 14:00:00,Safety Inspection,high,false,false,Procedure not followed
SAFE00826,NSW001,2024-11-25 01:00:00,Hazard Reported,Medium,false,false,Environmental conditions
SAFE00827,NSW001,2024-06-02 12:00:00,Incident - Minor Injury,low,false,false,Equipment malfunction
SAFE00828,QLD001,2024-07-29 05:00:00,Confined Space Entry,LOW,false,false,Inadequate training
SAFE00829,QLD001,2024-02-10 00:00:00,incident - first aid,Low,false,false,Inadequate training
SAFE00830,QLD001,2024-08-31 23:00:00,Equipment Collision,LOW,false,false,Operator error
SAFE00831,NSW001,2024-06-29 11:00:00,Incident - First Aid,low,false,false,Operator error
SAFE00832,WA001,2024-04-15 21:00:00,INCIDENT - FIRST AID,LOW,false,false,Procedure not followed
SAFE00833,QLD001,2024-03-10 11:00:00,hazard reported,low,false,false,Environmental conditions
SAFE00834,NSW001,2024-04-14 20:00:00,Safety Inspection,MEDIUM,false,false,Operator error
SAFE00835,WA001,2024-03-10 13:00:00,Confined Space Entry,low,false,false,Communication breakdown
SAFE00836,QLD001,2024-01-29 23:00:00,Near Miss,Medium,false,true,Environmental conditions
SAFE00837,WA001,2024-07-20 04:00:00,incident - first aid,Low,false,false,Inadequate training
SAFE00838,QLD001,2024-03-25 07:00:00,Equipment Collision,Medium,false,false,Communication breakdown
SAFE00839,QLD001,2024-02-29 16:00:00,Confined Space Entry,Low,false,false,Procedure not followed
SAFE00840,WA001,2024-03-01 23:00:00,Hazard Reported,Low,false,false,Procedure not followed
SAFE00841,NSW001,2024-07-24 03:00:00,FALL FROM HEIGHT,Medium,false,false,Environmental conditions
SAFE00842,NSW001,2024-05-04 06:00:00,equipment collision,High,false,false,Operator error
SAFE00843,QLD001,2024-03-26 22:00:00,Safety Inspection,LOW,false,false,Procedure not followed
SAFE00844,QLD001,2024-03-10 17:00:00,near miss,Medium,false,false,Inadequate training
SAFE00845,WA001,2024-01-28 15:00:00,Confined Space Entry,Medium,false,false,Communication breakdown
SAFE00846,WA001,2024-12-28 15:00:00,hazard reported,High,false,false,Inadequate training
SAFE00847,QLD001,2024-06-07 00:00:00,Fall from Height,Low,false,false,Environmental conditions
SAFE00848,NSW001,2024-09-03 10:00:00,Hazard Reported,Medium,false,false,Equipment malfunction
SAFE00849,NSW001,2024-08-17 21:00:00,HAZARD REPORTED,MEDIUM,false,false,Equipment malfunction
SAFE00850,QLD001,2024-04-03 02:00:00,Incident - First Aid,Low,false,false,Equipment malfunction
SAFE00851,QLD001,2024-12-05 03:00:00,NEAR MISS,low,false,false,Communication breakdown
SAFE00852,WA001,2024-06-05 05:00:00,near miss,Medium,false,false,Equipment malfunction
SAFE00853,NSW001,2024-02-22 15:00:00,Hazard Reported,LOW,false,false,Procedure not followed
SAFE00854,NSW001,2024-03-03 09:00:00,equipment collision,MEDIUM,false,false,Equipment malfunction
SAFE00855,NSW001,2024-03-03 23:00:00,Confined Space Entry,high,false,false,Communication breakdown
SAFE00856,QLD001,2024-08-22 02:00:00,fall from height,Medium,false,false,Procedure not followed
SAFE00857,NSW001,2024-10-02 05:00:00,Equipment Collision,HIGH,false,false,Inadequate training
SAFE00858,QLD001,2024-08-20 23:00:00,HAZARD REPORTED,HIGH,false,false,Environmental conditions
SAFE00859,WA001,2024-10-22 18:00:00,Near Miss,Low,false,true,Inadequate training
SAFE00860,WA001,2024-02-14 17:00:00,Fall from Height,high,false,false,Operator error
SAFE00861,QLD001,2024-02-17 12:00:00,Confined Space Entry,low,false,false,Inadequate training
SAFE00862,WA001,2024-08-01 07:00:00,EQUIPMENT COLLISION,Low,false,false,Inadequate training
SAFE00863,QLD001,2024-05-15 12:00:00,Safety Inspection,LOW,false,false,Environmental conditions
SAFE00864,NSW001,2024-03-06 13:00:00,EQUIPMENT COLLISION,HIGH,false,false,Inadequate training
SAFE00865,WA001,2024-08-21 03:00:00,NEAR MISS,High,false,false,Environmental conditions
SAFE00866,WA001,2024-07-19 02:00:00,FALL FROM HEIGHT,HIGH,false,false,Operator error
SAFE00867,QLD001,2024-04-18 18:00:00,hazard reported,HIGH,false,false,Equipment malfunction
SAFE00868,QLD001,2024-12-15 06:00:00,Hazard Reported,low,false,false,Environmental conditions
SAFE00869,QLD001,2024-03-05 22:00:00,incident - first aid,Medium,false,false,Equipment malfunction
SAFE00870,WA001,2024-11-02 18:00:00,safety inspection,High,false,false,Inadequate training
SAFE00871,NSW001,2024-08-29 13:00:00,Incident - First Aid,Low,false,false,Inadequate training
SAFE00872,NSW001,2024-11-01 12:00:00,Confined Space Entry,High,false,false,Inadequate training
SAFE00873,WA001,2024-03-23 11:00:00,incident - minor injury,Medium,false,false,Communication breakdown
SAFE00874,NSW001,2024-09-22 21:00:00,near miss,low,false,false,Environmental conditions
